name,price,size_mm,color,rpm,airflow_cfm,noise_level_db,pwm,original_price
be quiet! Pure Wings 3,0.0334756512592042,0.4210526315789473,Black,0.1794871794871795,0.000404622367373,0.3153846153846154,False,9.9
Iceberg Thermal IceGALE Xtra 3-Pack,0.1577872656395025,0.4210526315789473,Gray,0.1987179487179487,0.0010680929017086,0.3119468851377357,True,29.99
Iceberg Thermal IceGALE Xtra 3-Pack,0.1577872656395025,0.4210526315789473,Gray,0.1987179487179487,0.0010680929017086,0.3119468851377357,True,29.99
Iceberg Thermal IceGALE Xtra 3-Pack,0.1577872656395025,0.4210526315789473,Gray,0.1987179487179487,0.0010680929017086,0.3119468851377357,True,29.99
NoiseBlocker NB-ELOOP X ARGB,0.1846420394777551,0.4210526315789473,White,0.1548014621644285,0.0004750999766623,0.3119468851377357,True,144.81
NoiseBlocker NB-ELOOP X ARGB,0.1846420394777551,0.4210526315789473,White,0.1548014621644285,0.0004750999766623,0.3119468851377357,True,26.95
NoiseBlocker NB-ELOOP X ARGB,0.1846420394777551,0.4210526315789473,White,0.1548014621644285,0.0004750999766623,0.3119468851377357,True,34.33
NoiseBlocker NB-ELOOP X ARGB,0.1846420394777551,0.4210526315789473,White,0.1548014621644285,0.0004750999766623,0.3119468851377357,True,29.95
NoiseBlocker NB-ELOOP X ARGB,0.1846420394777551,0.4210526315789473,White,0.1548014621644285,0.0004750999766623,0.3119468851377357,True,37.13
NoiseBlocker NB-ELOOP X ARGB,0.1846420394777551,0.4210526315789473,White,0.1548014621644285,0.0004750999766623,0.3119468851377357,True,122.64
be quiet! Silent Wings 3,0.1715145297809216,0.5263157894736842,Black,0.1794871794871795,0.0006427317018096,0.3553846153846154,True,32.20846315789474
be quiet! Silent Wings 3,0.1715145297809216,0.5263157894736842,Black,0.1794871794871795,0.0006427317018096,0.3553846153846154,True,46.16
be quiet! Silent Wings 3,0.1715145297809216,0.5263157894736842,Black,0.1794871794871795,0.0006427317018096,0.3553846153846154,True,23.9
be quiet! Silent Wings 3,0.1715145297809216,0.5263157894736842,Black,0.1794871794871795,0.0006427317018096,0.3553846153846154,True,32.20846315789474
be quiet! Silent Wings 3,0.1715145297809216,0.5263157894736842,Black,0.1794871794871795,0.0006427317018096,0.3553846153846154,True,32.20846315789474
be quiet! Silent Wings 3,0.1715145297809216,0.5263157894736842,Black,0.1794871794871795,0.0006427317018096,0.3553846153846154,True,25.77
be quiet! Silent Wings 3,0.1715145297809216,0.5263157894736842,Black,0.1794871794871795,0.0006427317018096,0.3553846153846154,True,32.20846315789474
