name,price,rpm,noise_level_db,color,size_mm,original_price
EK EK-Nucleus AIO CR360 Vision D-RGB,0.1083712586119682,0.0709534368070953,0.5982142857142857,Black,0.8000000000000002,102.19361725663715
Inter-Tech ALSEYE MAX 120,0.1083712586119682,0.0576496674057649,0.4375,Black,0.0,102.19361725663715
Jonsbo CR-1400 EVO Standard,0.1083712586119682,0.0842572062084257,0.5008928571428571,Black,0.4896551724137931,102.19361725663715
Valkyrie DRAGONFANG,0.1083712586119682,0.082039911308204,0.5178571428571428,White,0.4,102.19361725663715
Valkyrie DRAGONFANG,0.1083712586119682,0.082039911308204,0.5178571428571428,White,0.4,102.19361725663715
Valkyrie DRAGONFANG,0.1083712586119682,0.082039911308204,0.5178571428571428,White,0.4,102.19361725663715
Valkyrie DRAGONFANG,0.1083712586119682,0.082039911308204,0.5178571428571428,White,0.4,102.19361725663715
Valkyrie DRAGONFANG,0.1083712586119682,0.082039911308204,0.5178571428571428,White,0.4,102.19361725663715
Valkyrie DRAGONFANG,0.1083712586119682,0.082039911308204,0.5178571428571428,White,0.4,102.19361725663715
Valkyrie DRAGONFANG,0.1083712586119682,0.082039911308204,0.5178571428571428,White,0.4,102.19361725663715
Valkyrie DRAGONFANG,0.1083712586119682,0.082039911308204,0.5178571428571428,White,0.4,102.19361725663715
Valkyrie DRAGONFANG,0.1083712586119682,0.082039911308204,0.5178571428571428,White,0.4,102.19361725663715
Valkyrie DRAGONFANG,0.1083712586119682,0.082039911308204,0.5178571428571428,White,0.4,102.19361725663715
Valkyrie DRAGONFANG,0.1083712586119682,0.082039911308204,0.5178571428571428,White,0.4,102.19361725663715
Valkyrie DRAGONFANG,0.1083712586119682,0.082039911308204,0.5178571428571428,White,0.4,102.19361725663715
Valkyrie DRAGONFANG,0.1083712586119682,0.082039911308204,0.5178571428571428,White,0.4,102.19361725663715
Valkyrie DRAGONFANG,0.1083712586119682,0.082039911308204,0.5178571428571428,White,0.4,102.19361725663715
Valkyrie DRAGONFANG,0.1083712586119682,0.082039911308204,0.5178571428571428,White,0.4,102.19361725663715
Valkyrie DRAGONFANG,0.1083712586119682,0.082039911308204,0.5178571428571428,White,0.4,102.19361725663715
ID-COOLING FX240 ARGB,0.1083712586119682,0.0532150776053215,0.6285714285714286,White,0.4,102.19361725663715
YEYIAN Storm 1200,0.1083712586119682,0.0753880266075388,0.4696428571428571,Black / Silver,0.4896551724137931,102.19361725663715
Thermalright Macho Direct,0.043870052555695,0.0221729490022172,0.3214285714285714,Unknown,0.4896551724137931,46.72
Dynatron A49,0.0485907632203153,0.0665188470066518,0.2866071428571428,Silver,0.4896551724137931,50.78
Rosewill RCX-Z90-AL,0.0128017301520859,0.1108647450110864,0.4017857142857142,Unknown,0.4896551724137931,20.0
RAIJINTEK Orcus 360 RGW,0.0825542998000092,0.048780487804878,0.5,Black,0.8000000000000002,79.99
Cooler Master CHD-00008-01-GP,0.0186037858704246,0.1463414634146341,0.3928571428571428,Unknown,0.4896551724137931,24.99
Dynatron Q12,0.0359983256592716,0.0793746917727098,0.4641071428571428,Unknown,0.4896551724137931,39.95
Valkyrie VIND SL125,0.1083712586119682,0.082039911308204,0.5178571428571428,Black / Red,0.4896551724137931,102.19361725663715
Valkyrie VIND SL125,0.1083712586119682,0.082039911308204,0.5178571428571428,Black / Red,0.4896551724137931,102.19361725663715
Valkyrie VIND SL125,0.1083712586119682,0.082039911308204,0.5178571428571428,Black / Red,0.4896551724137931,102.19361725663715
Valkyrie VIND SL125,0.1083712586119682,0.082039911308204,0.5178571428571428,Black / Red,0.4896551724137931,102.19361725663715
Enermax LIQMAX III RGB,0.1083712586119682,0.0443458980044345,0.3660714285714285,Black,0.4,52.27
Enermax LIQMAX III RGB,0.1083712586119682,0.0443458980044345,0.3660714285714285,Black,0.4,52.27
Enermax LIQMAX III RGB,0.1083712586119682,0.0443458980044345,0.3660714285714285,Black,0.4,102.19361725663715
Enermax LIQMAX III RGB,0.1083712586119682,0.0443458980044345,0.3660714285714285,Black,0.4,102.19361725663715
Cooler Master Seidon 240V,0.1083712586119682,0.0931263858093126,0.4196428571428571,Unknown,0.4,102.19361725663715
Antec C40,0.1083712586119682,0.0842572062084257,0.3482142857142857,Unknown,0.4896551724137931,102.19361725663715
GameMax Gamma 500 ARGB,0.0537068043346821,0.0753880266075388,0.4696428571428571,Black / Silver,0.4896551724137931,55.18
Asus TUF Gaming LC RGB,0.1083712586119682,0.0753880266075388,0.5178571428571428,Black,0.4,102.19361725663715
Asus TUF Gaming LC RGB,0.1083712586119682,0.0753880266075388,0.5178571428571428,Black,0.4,102.19361725663715
Asus TUF Gaming LC RGB,0.1083712586119682,0.0753880266075388,0.5178571428571428,Black,0.4,102.19361725663715
Asus TUF Gaming LC RGB,0.1083712586119682,0.0753880266075388,0.5178571428571428,Black,0.4,102.19361725663715
Corsair H40,0.1083712586119682,0.1286031042128603,0.4521222306225758,Unknown,0.0,102.19361725663715
Evercool HPL-815EP,0.1083712586119682,0.1729490022172949,0.4642857142857142,Unknown,0.4896551724137931,102.19361725663715
Scythe BIG Shuriken 2 Rev. B,0.1083712586119682,0.0620842572062084,0.3838392857142857,Unknown,0.4896551724137931,102.19361725663715
Cooler Master Seidon 240M,0.1083712586119682,0.0842572062084257,0.5267857142857143,Unknown,0.4,102.19361725663715
Thermaltake Water 3.0 Extreme,0.1083712586119682,0.0842572062084257,0.3571428571428571,Unknown,0.4,102.19361725663715
CRYORIG C1,0.1083712586119682,0.0399113082039911,0.4285714285714285,Unknown,0.4896551724137931,102.19361725663715
Thermalright TRUE Spirit 120M(BW) Rev.A,0.1083712586119682,0.0354767184035476,0.4535714285714285,Unknown,0.4896551724137931,102.19361725663715
Reeven Steropes RC-1206b,0.1083712586119682,0.0620842572062084,0.3838392857142857,Unknown,0.4896551724137931,102.19361725663715
ARCTIC Freezer 33 eSports Edition (Black/Red),0.1083712586119682,0.0399113082039911,0.4357142857142856,Unknown,0.4896551724137931,102.19361725663715
Deepcool Fryzen,0.1083712586119682,0.0532150776053215,0.5294642857142856,Silver / Black,0.4896551724137931,102.19361725663715
ARCTIC Freezer 34 eSports,0.1083712586119682,0.0532150776053215,0.4521222306225758,Green / Black,0.4896551724137931,50.69
ARCTIC Freezer 34 eSports,0.1083712586119682,0.0532150776053215,0.4521222306225758,Green / Black,0.4896551724137931,50.69
ARCTIC Freezer 34 eSports,0.1083712586119682,0.0532150776053215,0.4521222306225758,Green / Black,0.4896551724137931,50.69
ARCTIC Freezer 34 eSports,0.1083712586119682,0.0532150776053215,0.4521222306225758,Green / Black,0.4896551724137931,50.69
