name,price,socket,form_factor,max_memory_gb,memory_slots,color,memory_type,storage_support,estimated_release_year,original_price
Asus PRIME X570-PRO,0.1027687136899514,AM4,ATX,128,4,Black / White,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,458.71
Gigabyte X570SI AORUS PRO AX,0.0542728816119966,AM4,MINI ITX,64,2,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
MSI MPG X570 GAMING PLUS,0.0542728816119966,AM4,ATX,128,4,Black / Red,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
ASRock X570 Phantom Gaming 4 WiFi ax,0.0180422601281515,AM4,ATX,128,4,Black,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,129.99
Asus TUF GAMING B550M-PLUS,0.0542728816119966,AM4,MICRO ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
Asus ROG CROSSHAIR X670E EXTREME,0.0542728816119966,AM5,EATX,192,4,Black / Silver,DDR5,"PCIe 5.0 NVMe, PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Gigabyte Z690 AORUS ELITE AX DDR4,0.0512915680786023,LGA1700,ATX,128,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,258.99
Asus ROG Strix X570-I Gaming,0.1234631860569413,AM4,MINI ITX,64,2,Black,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,539.0
ASRock B650M PG RIPTIDE,0.0323059554923217,AM5,MICRO ATX,192,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,185.33
Asus ROG STRIX Z690-F GAMING WIFI,0.0685631659527086,LGA1700,ATX,192,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,326.0
Asus PRIME B660M-K D4,0.0139002726958745,LGA1700,MICRO ATX,64,2,Silver / Black,Unknown,SATA Only,2021.0,113.92
Gigabyte B650 AORUS PRO AX,0.0790921134703514,AM5,ATX,192,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,366.85
Asus PRIME Z690-P WIFI,0.030929588791117,LGA1700,ATX,192,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,179.99
Gigabyte B650 AERO G,0.0515493146518617,AM5,ATX,192,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,259.99
ASRock B550M Phantom Gaming 4,0.0115985957966688,AM4,MICRO ATX,128,4,Black,DDR4,SATA Only,2020.0,104.99
Gigabyte X570 AORUS ELITE,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
MSI MAG X570 TOMAHAWK WIFI,0.0542728816119966,AM4,ATX,128,4,Black,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Asus ROG STRIX B660-A GAMING WIFI D4,0.0412394517214893,LGA1700,ATX,128,4,Silver / Black,Unknown,SATA Only,2021.0,219.99
ASRock B660M-ITX/ac,0.0542728816119966,LGA1700,MINI ITX,64,2,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
Asus PRIME X570-P,0.0588435426751001,AM4,ATX,128,4,Black / White,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,288.29
MSI MAG B550M MORTAR WIFI,0.0592327400007216,AM4,MICRO ATX,128,4,Silver / Black,DDR4,SATA Only,2020.0,289.8
Asus TUF GAMING Z690-PLUS WIFI D4,0.0542728816119966,LGA1700,ATX,128,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Gigabyte B650M GAMING WIFI,0.0542728816119966,AM5,MICRO ATX,96,2,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
ASRock X570 Steel Legend,0.0206197258607446,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,139.99
Asus TUF GAMING X570-PLUS,0.0592482047951172,AM4,ATX,128,4,Black / Gold,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,289.86
MSI MPG B550 GAMING EDGE WIFI,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte B650M GAMING PLUS WF,0.0257746573259308,AM5,MICRO ATX,192,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,159.99
Asus ROG Strix X570-E Gaming,0.1415054461850929,AM4,ATX,128,4,Black,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,609.0
Asus TUF GAMING B660M-PLUS WIFI,0.0450721432658552,LGA1700,MICRO ATX,192,4,Yellow / Black,Unknown,SATA Only,2021.0,234.86
ASRock B650M PG Lightning,0.0542728816119966,AM5,MICRO ATX,192,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
ASRock X570S PG Riptide,0.0206197258607446,AM4,ATX,128,4,Black,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,139.99
Gigabyte B660M DS3H AX DDR4,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Asus ROG STRIX Z490-E GAMING,0.1079107578264746,LGA1200,ATX,128,4,Black,DDR4,SATA Only,2020.0,478.66
MSI PRO Z690-A DDR4,0.0335070545237101,LGA1700,ATX,128,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,189.99
ASRock X570 Steel Legend WiFi ax,0.0231971915933377,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,149.99
NZXT N7 B550,0.0542728816119966,AM4,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
NZXT N7 B550,0.0542728816119966,AM4,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
NZXT N7 B550,0.0542728816119966,AM4,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
NZXT N7 B550,0.0542728816119966,AM4,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
ASRock B550 Steel Legend,0.0244885019253668,AM4,ATX,128,4,Silver / Black,DDR4,SATA Only,2020.0,155.0
MSI MAG X570S TOMAHAWK MAX WIFI,0.0542728816119966,AM4,ATX,128,4,Black,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
ASRock Z690M PG RIPTIDE/D5,0.0542728816119966,LGA1700,MICRO ATX,192,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
ASRock X570 Taichi,0.0394352257086742,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,212.99
MSI MPG Z490 GAMING PLUS,0.0542728816119966,LGA1200,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
Asus PRIME B550M-A,0.012338328461923,AM4,MICRO ATX,128,4,Black / White,DDR4,SATA Only,2020.0,107.86
Asus PRIME B550M-A AC,0.0103124403961049,AM4,MICRO ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,100.0
Asus ROG MAXIMUS Z690 HERO,0.113153323126569,LGA1700,ATX,192,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,499.0
ASRock X570 Pro4,0.0180422601281515,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,129.99
Asus ROG MAXIMUS Z690 FORMULA,0.1029078968395115,LGA1700,ATX,192,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,459.25
Asus TUF GAMING B650-E WIFI,0.0335070545237101,AM5,ATX,192,4,Black / Orange,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,189.99
Asus PRIME Z690-A,0.0512915680786023,LGA1700,ATX,192,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,258.99
MSI B550M PRO-VDH,0.0173695415719448,AM4,MICRO ATX,128,4,Black,DDR4,SATA Only,2020.0,127.38
Asus PRIME Z690-P D4,0.0642510657820804,LGA1700,ATX,128,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,309.27
Asus ROG STRIX B550-E GAMING,0.0451082277861115,AM4,ATX,128,4,Black,DDR4,SATA Only,2020.0,235.0
Asus TUF GAMING B650M-PLUS,0.0440591992329462,AM5,MICRO ATX,192,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,230.93
Asus PRIME B550M-K ARGB,0.0542728816119966,AM4,MICRO ATX,64,2,Black,DDR4,SATA Only,2020.0,270.5568406205924
ASRock X570 Taichi Razer Edition,0.0453633968936382,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,235.99
Gigabyte X570 I AORUS PRO WIFI,0.0770688028702658,AM4,MINI ITX,64,2,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,359.0
MSI PRO B660M-A WIFI DDR4,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
Asus PRIME B660M-A AC D4,0.0231971915933377,LGA1700,MICRO ATX,128,4,Silver / Black,Unknown,SATA Only,2021.0,149.99
MSI MAG Z690 TOMAHAWK WIFI,0.0502631592512977,LGA1700,ATX,192,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,255.0
Asus TUF Gaming Z590-PLUS WIFI,0.0542728816119966,LGA1200,ATX,128,4,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
Asus Strix B550-XE Gaming WiFi,0.0412394517214893,AM4,ATX,128,4,Black,DDR4,SATA Only,2020.0,219.99
MSI MAG B660M MORTAR WIFI DDR4,0.0542728816119966,LGA1700,MICRO ATX,128,4,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
MSI MPG Z690 CARBON WIFI,0.0979462753042698,LGA1700,ATX,192,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,440.0
ASRock Z690 Taichi,0.0386619859888962,LGA1700,ATX,192,4,Black / Copper,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,209.99
ASRock X570 Phantom Gaming 4,0.0355716045755171,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,198.0
MSI X570-A PRO,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
MSI B550M-A PRO,0.0542728816119966,AM4,MICRO ATX,64,2,Black,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte B550 VISION D-P,0.0542728816119966,AM4,ATX,128,4,White / Black,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte Z690 GAMING X DDR4,0.0438169174540824,LGA1700,ATX,128,4,Black / Gray,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,229.99
Asus PRIME B550M-A/CSM,0.0146915546757805,AM4,MICRO ATX,128,4,Black / White,DDR4,SATA Only,2020.0,116.99
Asus ROG Strix X570-F Gaming,0.0734603508446355,AM4,ATX,128,4,Black,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,345.0
ASRock B550M-C,0.0542728816119966,AM4,MICRO ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte B660M DS3H DDR4,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte B550 AORUS PRO AC,0.0635087556510936,AM4,ATX,128,4,Black / Orange,DDR4,SATA Only,2020.0,306.39
ASRock B660M Pro RS/ax,0.0542728816119966,LGA1700,MICRO ATX,128,4,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
Asus ProArt B550-CREATOR,0.0463943831866755,AM4,ATX,128,4,Black,DDR4,SATA Only,2020.0,239.99
MSI MPG X570 GAMING PRO CARBON WIFI,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Asus PRIME Z590-A,0.0542728816119966,LGA1200,ATX,128,4,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
ASRock B650E TAICHI,0.0799014377103856,AM5,EATX,192,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,369.99
Gigabyte X570S AORUS ELITE AX,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Gigabyte B650 Gaming X,0.0445643825165344,AM5,ATX,192,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,232.89
MSI MPG Z690 FORCE WIFI,0.0464072705153384,LGA1700,ATX,192,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,240.04
Gigabyte B550 AORUS ELITE AX,0.036579393676961,AM4,ATX,128,4,Black,DDR4,SATA Only,2020.0,201.91
MSI MAG Z490 TOMAHAWK,0.0760378165772286,LGA1200,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,355.0
Gigabyte B650M S2H,0.0321667723427617,AM5,MICRO ATX,96,2,Black / Gray,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,184.79
MSI PRO Z690-P DDR4,0.0283521230585239,LGA1700,ATX,128,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,169.99
Gigabyte X570 GAMING X,0.0438169174540824,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,229.99
MSI PRO B660M-A DDR4,0.0590265427421142,LGA1700,MICRO ATX,128,4,Black / Silver,Unknown,SATA Only,2021.0,289.0
Asus ROG MAXIMUS Z690 APEX,0.1391728396970962,LGA1700,ATX,96,2,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,599.95
ASRock Z690 Steel Legend WiFi 6E/D5,0.0335070545237101,LGA1700,ATX,192,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,189.99
Asus TUF GAMING B660M-PLUS WIFI D4,0.0456005237410368,LGA1700,MICRO ATX,128,4,Black / Orange,Unknown,SATA Only,2021.0,236.91
MSI Z590-A PRO,0.0542728816119966,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
ASRock B550 Taichi Razer Edition,0.0283521230585239,AM4,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,169.99
MSI MPG B550I GAMING EDGE WIFI,0.0542728816119966,AM4,MINI ITX,64,2,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
Asus PRIME B650M-K,0.0542728816119966,AM5,MICRO ATX,96,2,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Asus TUF GAMING B550-PLUS (WI-FI),0.0485800741279144,AM4,ATX,128,4,Black,DDR4,SATA Only,2020.0,248.47
Asus Prime Z590-P WiFi,0.0542728816119966,LGA1200,ATX,128,4,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte X670 GAMING X AX (rev. 1.0),0.063879910716587,AM5,ATX,192,4,Black,DDR5,SATA Only,2022.0,307.83
Asus PRIME Z690-P WIFI D4,0.0818061848867719,LGA1700,ATX,128,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,377.38
Asus TUF GAMING B550M-E WIFI,0.0542728816119966,AM4,MICRO ATX,128,4,Orange / Black,DDR4,SATA Only,2020.0,270.5568406205924
Asus ProArt Z690-CREATOR WIFI,0.1621251720458376,LGA1700,ATX,192,4,Black / Copper,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,689.0
ASRock B550 PG Velocita,0.0180422601281515,AM4,ATX,128,4,Silver / Black,DDR4,SATA Only,2020.0,129.99
Gigabyte Z690 AERO G,0.0542728816119966,LGA1700,ATX,128,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Asus ROG STRIX Z690-G GAMING WIFI,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Gigabyte X570S AERO G,0.120602199093763,AM4,ATX,128,4,Black / White,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,527.9
Asus TUF GAMING B550-PRO,0.0542728816119966,AM4,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
ASRock B550M Pro RS,0.0542728816119966,AM4,MICRO ATX,128,4,White,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte X570 AORUS MASTER,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Asus TUF GAMING Z490-PLUS (WI-FI),0.0774811973874807,LGA1200,ATX,128,4,Black,DDR4,SATA Only,2020.0,360.6
Gigabyte X570 AORUS PRO WIFI,0.0747465062451994,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,349.99
ASRock B550 PG Riptide,0.0185577532746702,AM4,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,131.99
MSI MPG X570S EDGE MAX WIFI,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
MSI B650M GAMING WIFI,0.0542728816119966,AM5,MICRO ATX,96,2,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Gigabyte B550M AORUS PRO-P,0.0542728816119966,AM4,MICRO ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
Asus ProArt B660-CREATOR D4,0.0283521230585239,LGA1700,ATX,128,4,Black,Unknown,SATA Only,2021.0,169.99
NZXT N5 Z690,0.0449767770337493,LGA1700,ATX,128,4,Black / White,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,234.49
NZXT N5 Z690,0.0449767770337493,LGA1700,ATX,128,4,Black / White,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,234.49
NZXT N5 Z690,0.0449767770337493,LGA1700,ATX,128,4,Black / White,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,239.99
NZXT N5 Z690,0.0449767770337493,LGA1700,ATX,128,4,Black / White,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,239.99
Asus PRIME B650M-A AX,0.0350329142374052,AM5,MICRO ATX,128,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,195.91
Gigabyte B550 GAMING X,0.0257746573259308,AM4,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,159.99
Asus MAXIMUS Z690 HERO EVA,0.1173159302847068,LGA1700,ATX,128,4,Purple / Green,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,515.15
Gigabyte Z690 AORUS ULTRA,0.0489718489192686,LGA1700,ATX,192,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,249.99
MSI Z590 PRO WIFI,0.0542728816119966,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Asus TUF GAMING Z690-PLUS D4,0.0547505270917423,LGA1700,ATX,128,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,272.41
Asus PRIME B660M-A D4,0.0542728816119966,LGA1700,MICRO ATX,128,4,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte Z590 UD AC,0.0637665022243529,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,307.39
MSI MPG X570S CARBON MAX WIFI,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Gigabyte Z690 UD AX DDR4,0.0542728816119966,LGA1700,ATX,128,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
MSI B550M PRO-VDH WIFI (CEC),0.0542728816119966,AM4,MICRO ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte X570S AORUS MASTER,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Gigabyte B550 AORUS ELITE,0.0451056503203789,AM4,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,234.99
Asus ROG MAXIMUS Z690 EXTREME,0.0542728816119966,LGA1700,EATX,192,4,Unknown,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
MSI MAG B550M MORTAR,0.0542728816119966,AM4,MICRO ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
MSI MEG Z590 UNIFY-X,0.0644675729036182,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,310.11
NZXT N7 Z590,0.0542728816119966,LGA1200,ATX,128,4,White,Unknown,SATA Only,2021.0,270.5568406205924
NZXT N7 Z590,0.0542728816119966,LGA1200,ATX,128,4,White,Unknown,SATA Only,2021.0,270.5568406205924
NZXT N7 Z590,0.0542728816119966,LGA1200,ATX,128,4,White,Unknown,SATA Only,2021.0,270.5568406205924
NZXT N7 Z590,0.0542728816119966,LGA1200,ATX,128,4,White,Unknown,SATA Only,2021.0,270.5568406205924
Asus PRIME Z490-A,0.0542728816119966,LGA1200,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
MSI PRO Z690-A,0.0542728816119966,LGA1700,ATX,192,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
MSI MAG B550M BAZOOKA,0.0542728816119966,AM4,MICRO ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
Asus PRIME B650M-A WIFI,0.0542728816119966,AM5,MICRO ATX,128,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
MSI MEG Z690I UNIFY,0.0542728816119966,LGA1700,MINI ITX,96,2,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Asus Pro B550M-C/CSM,0.0108923701859383,AM4,MICRO ATX,128,4,Green,DDR4,SATA Only,2020.0,102.25
ASRock Z690 PG Velocita,0.0542728816119966,LGA1700,ATX,192,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Gigabyte B660I AORUS Pro DDR4,0.0736562382403125,LGA1700,MINI ITX,64,2,Black,Unknown,SATA Only,2021.0,345.76
ASRock B550M/ac,0.0542728816119966,AM4,MICRO ATX,128,4,Black / White,DDR4,SATA Only,2020.0,270.5568406205924
Asus ROG STRIX B660-A GAMING WIFI,0.0542728816119966,LGA1700,ATX,128,4,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
MSI MPG Z490 GAMING CARBON WIFI,0.0744913371376727,LGA1200,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,349.0
MSI MPG Z690 EDGE WIFI,0.0877781729891901,LGA1700,ATX,192,4,Unknown,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,400.55
Asus ROG STRIX Z590-A GAMING WIFI,0.1028434601961967,LGA1200,ATX,128,4,Silver / Black,Unknown,SATA Only,2021.0,459.0
Gigabyte Z690 AORUS ELITE AX,0.0360845202563031,LGA1700,ATX,192,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,199.99
Asus TUF GAMING B650M-E,0.0542728816119966,AM5,MICRO ATX,192,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Asus TUF GAMING B550M-PLUS (WI-FI),0.0519952162236003,AM4,MICRO ATX,128,4,Black,DDR4,SATA Only,2020.0,261.72
MSI MPG B550 GAMING CARBON WIFI,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
Asus PRIME Z690-P,0.0542728816119966,LGA1700,ATX,192,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Asus PRIME B650M-A II-CSM,0.0263958265674857,AM5,MICRO ATX,192,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,162.4
Asus PRIME Z590-P,0.0542728816119966,LGA1200,ATX,128,4,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
MSI MAG Z590 TOMAHAWK WIFI,0.0542728816119966,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Asus PRIME B550M-A (WI-FI),0.0385356901679992,AM4,MICRO ATX,128,4,Black / White,DDR4,SATA Only,2020.0,209.5
Gigabyte B650M AORUS PRO AX,0.0542728816119966,AM5,MICRO ATX,192,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Gigabyte Z590 VISION G,0.0746691822732216,LGA1200,ATX,128,4,Black / White,Unknown,SATA Only,2021.0,349.69
Gigabyte X570 AORUS XTREME,0.1822036301027377,AM4,EATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,766.9
MSI MAG B660M MORTAR DDR4,0.0469124537989267,LGA1700,MICRO ATX,128,4,Black / Silver,Unknown,SATA Only,2021.0,242.0
Gigabyte Z690 AORUS PRO,0.0953662321059441,LGA1700,ATX,192,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,429.99
ASRock Z690 Phantom Gaming 4,0.0386619859888962,LGA1700,ATX,128,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,209.99
Asus ROG STRIX Z690-A GAMING WIFI,0.0542728816119966,LGA1700,ATX,192,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Asus PRIME X670-P WIFI-CSM,0.0542728816119966,AM5,ATX,192,4,Silver / Black,DDR5,SATA Only,2022.0,270.5568406205924
MSI MPG Z590 GAMING CARBON WIFI,0.0542728816119966,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte X570S AORUS ELITE,0.0542728816119966,AM4,ATX,128,4,Black,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
ASRock B550 Extreme4,0.0251096711669218,AM4,ATX,128,4,Blue / Black,DDR4,SATA Only,2020.0,157.41
Gigabyte Z690 AERO G DDR4,0.0467706931836341,LGA1700,ATX,128,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,241.45
Asus ProArt X570-CREATOR WIFI,0.0542728816119966,AM4,ATX,128,4,Black,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Asus ROG STRIX Z590-I GAMING WIFI,0.1002659944636036,LGA1200,MINI ITX,64,2,Black,Unknown,SATA Only,2021.0,449.0
Gigabyte B660 DS3H AC DDR4,0.0542728816119966,LGA1700,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte Z490 AORUS ELITE AC,0.0747465062451994,LGA1200,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,349.99
Gigabyte Z690 AORUS MASTER,0.0542728816119966,LGA1700,EATX,192,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Gigabyte Z590 AORUS ELITE AX,0.0542728816119966,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Biostar B550MH,0.0205346694915691,AM4,MICRO ATX,64,2,Black,DDR4,SATA Only,2020.0,139.66
ASRock B660M-C,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte X570S UD,0.0542728816119966,AM4,ATX,128,4,Black / Gray,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
MSI PRO B660M-A WIFI,0.0542728816119966,LGA1700,MICRO ATX,192,4,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte Z490 VISION G,0.0953662321059441,LGA1200,ATX,128,4,White / Black,DDR4,SATA Only,2020.0,429.99
