name,price,socket,form_factor,max_memory_gb,memory_slots,color,memory_type,storage_support,estimated_release_year,original_price
Asus TUF GAMING X570-PRO (WI-FI),0.0542728816119966,AM4,ATX,128,4,Black / Gold,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Asus PRIME B650M-A-CSM,0.0262437560892627,AM5,MICRO ATX,128,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,161.81
Gigabyte X570 AORUS ULTRA,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Gigabyte B660 GAMING X AX DDR4,0.0295480671584471,LGA1700,ATX,128,4,Black,Unknown,SATA Only,2021.0,174.63
Asus Pro B650M-CT-CSM,0.0231971915933377,AM5,MICRO ATX,192,4,Green / Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,149.99
ASRock B550 Taichi,0.0622921918253096,AM4,ATX,128,4,Gold / Black,DDR4,SATA Only,2020.0,301.67
MSI MAG X570S TORPEDO MAX,0.0542728816119966,AM4,ATX,128,4,Blue / Black,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
MSI MPG Z590 GAMING PLUS,0.0542728816119966,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
NZXT N5 Z690,0.0463943831866755,LGA1700,ATX,128,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,234.49
NZXT N5 Z690,0.0463943831866755,LGA1700,ATX,128,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,234.49
NZXT N5 Z690,0.0463943831866755,LGA1700,ATX,128,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,239.99
NZXT N5 Z690,0.0463943831866755,LGA1700,ATX,128,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,239.99
MSI MEG X570 ACE,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
MSI PRO B660M-E DDR4,0.0542728816119966,LGA1700,MICRO ATX,64,2,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte Z590 AORUS ULTRA,0.084801200068045,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,389.0
MSI MPG B550I GAMING EDGE MAX WIFI,0.0542728816119966,AM4,MINI ITX,64,2,Black,DDR4,SATA Only,2020.0,270.5568406205924
MSI MAG B660M BAZOOKA DDR4,0.0432009031439927,LGA1700,MICRO ATX,128,4,Green / Black,Unknown,SATA Only,2021.0,227.6
ASRock X570M Pro4,0.0542728816119966,AM4,MICRO ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Gigabyte Z690 UD DDR4,0.0420513534272561,LGA1700,ATX,128,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,223.14
ASRock B660 Steel Legend,0.0542728816119966,LGA1700,ATX,128,4,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
ASRock B650M-C,0.0542728816119966,AM5,MICRO ATX,192,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
MSI Z590 PLUS,0.0542728816119966,LGA1200,ATX,128,4,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte B550 AORUS MASTER,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte X570 UD,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Gigabyte Z490I AORUS ULTRA,0.1051374046982045,LGA1200,MINI ITX,64,2,Black / Silver,DDR4,SATA Only,2020.0,467.9
MSI MEG X570S ACE MAX,0.0542728816119966,AM4,ATX,128,4,Black,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Gigabyte B550 VISION D,0.0542728816119966,AM4,ATX,128,4,White / Black,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte B550M AORUS PRO AX,0.0542728816119966,AM4,MICRO ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
Asus PRIME X670E-PRO WIFI-CSM,0.0542728816119966,AM5,ATX,192,4,Silver / Black,DDR5,"PCIe 5.0 NVMe, PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
MSI PRO B660-A DDR4,0.0542728816119966,LGA1700,ATX,128,4,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte Z590 AORUS MASTER,0.1005211635711303,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,449.99
Asus ROG STRIX Z490-I GAMING,0.0542728816119966,LGA1200,MINI ITX,64,2,Black,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte B550 AORUS PRO V2,0.0542728816119966,AM4,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
ASRock Z690 STEEL LEGEND/D5,0.0542728816119966,LGA1700,ATX,192,4,Black / White,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
ASRock Z690 Taichi Razer Edition,0.0542728816119966,LGA1700,ATX,192,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Gigabyte Z590 AORUS XTREME,0.2032305955492321,LGA1200,EATX,128,4,Black,Unknown,SATA Only,2021.0,848.48
MSI B550-A PRO (CEC),0.0542728816119966,AM4,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
MSI MPG Z590 GAMING EDGE WIFI,0.0542728816119966,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte Z590 AORUS ELITE,0.0680554052033878,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,324.03
ASRock B660 Pro RS,0.0542728816119966,LGA1700,ATX,128,4,Gray / Black,Unknown,SATA Only,2021.0,270.5568406205924
Biostar Z690 VALKYRIE,0.2076561042120945,LGA1700,ATX,192,4,Black / Gray,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,865.65
ASRock Z590M Pro4,0.0489718489192686,LGA1200,MICRO ATX,128,4,Black / Silver,Unknown,SATA Only,2021.0,249.99
Asus PRIME Z690M-PLUS D4,0.0542728816119966,LGA1700,MICRO ATX,128,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
ASRock B660M Phantom Gaming 4,0.0542728816119966,LGA1700,MICRO ATX,128,4,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
MSI PRO B660M-G DDR4,0.0542728816119966,LGA1700,MICRO ATX,64,2,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte B660 DS3H DDR4,0.0369479712767218,LGA1700,ATX,128,4,Black,Unknown,SATA Only,2021.0,203.34
Asus ROG STRIX B660-F GAMING WIFI,0.0542728816119966,LGA1700,ATX,192,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
ASRock Z590 Phantom Gaming-ITX/TB4,0.0744913371376727,LGA1200,MINI ITX,64,2,Black / Red,Unknown,SATA Only,2021.0,349.0
Gigabyte Z590 AORUS PRO AX,0.0634056570217899,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,305.99
Asus ROG STRIX Z490-A GAMING,0.0542728816119966,LGA1200,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
Asus TUF GAMING B660M-PLUS D4,0.0628076849718282,LGA1700,MICRO ATX,128,4,Orange / Black,Unknown,SATA Only,2021.0,303.67
ASRock Z590-C/ac,0.0542728816119966,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Colorful CVN X570M GAMING FROZEN V14,0.0542728816119966,AM4,MICRO ATX,128,4,White,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Asus ROG STRIX Z490-F GAMING,0.0542728816119966,LGA1200,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
Asus PRIME B650M-R,0.0542728816119966,AM5,MICRO ATX,96,2,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Gigabyte B660M AORUS Pro AX DDR4,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
MSI PRO B650-VC WIFI,0.0542728816119966,AM5,ATX,192,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Asus Pro B660M-C D4-CSM,0.0180422601281515,LGA1700,MICRO ATX,128,4,Green / Black,Unknown,SATA Only,2021.0,129.99
ASRock Z690 Steel Legend,0.0542728816119966,LGA1700,ATX,128,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
NZXT N7 Z590,0.0542728816119966,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
NZXT N7 Z590,0.0542728816119966,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
NZXT N7 Z590,0.0542728816119966,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
NZXT N7 Z590,0.0542728816119966,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Asus ROG STRIX Z490-G GAMING (WI-FI),0.0542728816119966,LGA1200,MICRO ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
MSI MEG Z490I UNIFY,0.0542728816119966,LGA1200,MINI ITX,64,2,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
MSI MEG Z690 UNIFY-X,0.0542728816119966,LGA1700,ATX,96,2,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
MSI MAG Z690M MORTAR WIFI,0.0542728816119966,LGA1700,MICRO ATX,192,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Gigabyte B550M S2H,0.0542728816119966,AM4,MICRO ATX,64,2,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
MSI MEG B550 UNIFY,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
MSI MEG Z590 UNIFY,0.0542728816119966,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Asus PRIME B650M-A II,0.0542728816119966,AM5,MICRO ATX,192,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Asus PRIME X670-P-CSM,0.0542728816119966,AM5,ATX,192,4,Silver / Black,DDR5,SATA Only,2022.0,270.5568406205924
Gigabyte B660 AORUS Master DDR4,0.0652433900891287,LGA1700,ATX,128,4,Black,Unknown,SATA Only,2021.0,313.12
Gigabyte B550M AORUS PRO,0.0542728816119966,AM4,MICRO ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
Biostar B660T-SILVER,0.0542728816119966,LGA1700,MINI ITX,64,2,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
ASRock Z590 Pro4,0.0542728816119966,LGA1200,ATX,128,4,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte Z590I AORUS ULTRA,0.1157307888591621,LGA1200,MINI ITX,64,2,Black,Unknown,SATA Only,2021.0,509.0
Asus TUF GAMING B550M-ZAKU (WI-FI),0.0542728816119966,AM4,MICRO ATX,128,4,Black / Red,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte Z590I VISION D,0.0542728816119966,LGA1200,MINI ITX,64,2,Black / White,Unknown,SATA Only,2021.0,270.5568406205924
Asus ROG STRIX Z590-F GAMING WIFI,0.0542728816119966,LGA1200,ATX,128,4,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
MSI MAG B660M MORTAR MAX WIFI DDR4,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
MSI MPG Z490M GAMING EDGE WIFI,0.0542728816119966,LGA1200,MICRO ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
MSI PRO B650-VC WIFI II,0.0542728816119966,AM5,ATX,96,2,Black / White,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Gigabyte X670 AORUS ELITE AX (rev. 1.1),0.0542728816119966,AM5,ATX,192,4,Black,DDR5,SATA Only,2022.0,270.5568406205924
ASRock Z690 Extreme WiFi 6E,0.0542728816119966,LGA1700,ATX,128,4,Black / Blue,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
ASRock X570 PG Velocita,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
MSI MPG Z590 GAMING FORCE,0.0542728816119966,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
ASRock Z490 Phantom Gaming-ITX/TB3,0.0542728816119966,LGA1200,MINI ITX,64,2,Black,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte Z490 AORUS ELITE,0.0690554619076339,LGA1200,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,327.91
Gigabyte Z690I AORUS ULTRA PLUS DDR4 (rev. 1.0),0.0542728816119966,LGA1700,MINI ITX,64,2,Unknown,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Asus TUF GAMING Z490-PLUS,0.0542728816119966,LGA1200,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte B660M AORUS ELITE AX DDR4,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte Z690 AORUS ELITE DDR4,0.0489718489192686,LGA1700,ATX,128,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,249.99
MSI MPG Z590M GAMING EDGE WIFI,0.0542728816119966,LGA1200,MICRO ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
MSI MAG B660 TOMAHAWK EVA e-PROJECT,0.0542728816119966,LGA1700,ATX,192,4,Purple / Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte B550 AORUS PRO,0.0542728816119966,AM4,ATX,128,4,Black / Orange,DDR4,SATA Only,2020.0,270.5568406205924
MSI PRO B550-P GEN3,0.0542728816119966,AM4,ATX,128,4,Brown / Black,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte B660 GAMING X DDR4,0.0542728816119966,LGA1700,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Asus Pro WS X570-ACE,0.1363505147199068,AM4,ATX,128,4,Black,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,589.0
Biostar Z690A VALKYRIE,0.0542728816119966,LGA1700,ATX,128,4,Black / Gray,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
MSI MEG X570 GODLIKE,0.0542728816119966,AM4,EATX,128,4,Black,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Asus Z590 WIFI GUNDAM EDITION,0.0542728816119966,LGA1200,ATX,128,4,Black / White,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte Z690I AORUS ULTRA LITE DDR4 (rev. 1.0),0.0542728816119966,LGA1700,MINI ITX,64,2,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
ASRock B650 Pro RS WiFi,0.0542728816119966,AM5,ATX,192,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Gigabyte B650M AORUS ELITE,0.0542728816119966,AM5,MICRO ATX,192,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Asus PRIME Z590-V,0.0542728816119966,LGA1200,ATX,128,4,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte X570S GAMING X,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
MSI PRO-B660M-A-CEC-WIFI-DDR4,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
Biostar B650MT,0.0542728816119966,AM5,MICRO ATX,96,2,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
MSI MAG B660 TOMAHAWK WIFI,0.0542728816119966,LGA1700,ATX,192,4,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
ASRock B660M Steel Legend,0.0542728816119966,LGA1700,MICRO ATX,128,4,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
ASRock Z590M-ITX/ax,0.0542728816119966,LGA1200,MINI ITX,64,2,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
ASRock B660M Pro RS/D5,0.0542728816119966,LGA1700,MICRO ATX,192,4,Black / Gray,Unknown,SATA Only,2021.0,270.5568406205924
Asus ROG STRIX B660-G GAMING WIFI,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte Z490 UD,0.0542728816119966,LGA1200,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
MSI MEG Z690 GODLIKE,0.0542728816119966,LGA1700,EATX,192,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Gigabyte Z690M AORUS ELITE DDR4,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Biostar B550MX/E PRO,0.0542728816119966,AM4,MICRO ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte B660 DS3H AX DDR4,0.0542728816119966,LGA1700,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
Asus PRIME Z590M-PLUS,0.0542728816119966,LGA1200,MICRO ATX,128,4,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte B650M C V2,0.0542728816119966,AM5,MICRO ATX,192,4,Black / Gray,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Asus PRIME Z490-V,0.0542728816119966,LGA1200,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
MSI MEG Z490 UNIFY,0.0542728816119966,LGA1200,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
Biostar B550T-SILVER,0.0542728816119966,AM4,MINI ITX,64,2,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte B550M GAMING,0.0542728816119966,AM4,MICRO ATX,64,2,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
Asus PRIME B650-PLUS-CSM,0.0542728816119966,AM5,ATX,192,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Biostar Z690GTA,0.0542728816119966,LGA1700,ATX,128,4,Blue / Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
MSI MAG B660M MORTAR WIFI,0.0542728816119966,LGA1700,MICRO ATX,192,4,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
Asus TUF GAMING Z590-PLUS,0.0542728816119966,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
NZXT N7 Z490,0.0542728816119966,LGA1200,ATX,128,4,White / Black,DDR4,SATA Only,2020.0,270.5568406205924
NZXT N7 Z490,0.0542728816119966,LGA1200,ATX,128,4,White / Black,DDR4,SATA Only,2020.0,270.5568406205924
NZXT N7 Z490,0.0542728816119966,LGA1200,ATX,128,4,White / Black,DDR4,SATA Only,2020.0,270.5568406205924
NZXT N7 Z490,0.0542728816119966,LGA1200,ATX,128,4,White / Black,DDR4,SATA Only,2020.0,270.5568406205924
NZXT N7 Z490,0.0542728816119966,LGA1200,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
NZXT N7 Z490,0.0542728816119966,LGA1200,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
NZXT N7 Z490,0.0542728816119966,LGA1200,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
NZXT N7 Z490,0.0542728816119966,LGA1200,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
MSI B550M PRO,0.0542728816119966,AM4,MICRO ATX,64,2,Black,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte Z590 VISION D,0.0542728816119966,LGA1200,ATX,128,4,Black / White,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte Z690I AORUS ULTRA DDR4,0.0542728816119966,LGA1700,MINI ITX,64,2,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
MSI MEG X570S UNIFY-X MAX,0.0542728816119966,AM4,ATX,64,2,Black,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Gigabyte X570S AORUS PRO AX,0.0542728816119966,AM4,ATX,128,4,Black / Gray,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Gigabyte X570 AORUS PRO,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Gigabyte Z690I AORUS ULTRA LITE,0.0542728816119966,LGA1700,MINI ITX,96,2,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Asus TUF GAMING B660M-E D4,0.0418322688399857,LGA1700,MICRO ATX,128,4,Black / Orange,Unknown,SATA Only,2021.0,222.29
Gigabyte B550 AORUS PRO AX,0.0542728816119966,AM4,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
MSI MEG B550 UNIFY-X,0.0542728816119966,AM4,ATX,64,2,Black,DDR4,SATA Only,2020.0,270.5568406205924
ASRock Z590 Steel Legend,0.0542728816119966,LGA1200,ATX,128,4,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
ASRock Z690 Steel Legend WiFi 6E,0.0542728816119966,LGA1700,ATX,128,4,Silver / Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
MSI MEG Z490 ACE,0.0873786658006381,LGA1200,ATX,128,4,Black / Gold,DDR4,SATA Only,2020.0,399.0
Gigabyte Z690 AERO D,0.0542728816119966,LGA1700,EATX,192,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
ASRock Z590 Phantom Gaming 4,0.0542728816119966,LGA1200,ATX,128,4,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte B660 AORUS Master,0.0880462294253797,LGA1700,ATX,192,4,Black,Unknown,SATA Only,2021.0,401.59
Gigabyte Z690 GAMING X,0.0542728816119966,LGA1700,ATX,192,4,Black / Gray,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
EVGA Z690 DARK K|NGP|N,0.0542728816119966,LGA1700,EATX,64,2,Black / Gold,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Gigabyte B650M C,0.0542728816119966,AM5,MICRO ATX,192,4,Brown / Black,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Gigabyte Z490 AORUS MASTER,0.0878683842898308,LGA1200,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,400.9
Gigabyte Z490 GAMING X,0.0542728816119966,LGA1200,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte Z590 GAMING X,0.0542728816119966,LGA1200,ATX,128,4,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte Z690 AORUS PRO DDR4,0.0542728816119966,LGA1700,ATX,128,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Gigabyte Z690M AORUS ELITE AX DDR4,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Gigabyte B660M GAMING X AX DDR4,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
MSI PRO B650M-A,0.0542728816119966,AM5,MICRO ATX,192,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Gigabyte Z690I AORUS ULTRA,0.0542728816119966,LGA1700,MINI ITX,96,2,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
Gigabyte B660M GAMING DDR4,0.0542728816119966,LGA1700,MICRO ATX,64,2,Black / Red,Unknown,SATA Only,2021.0,270.5568406205924
MSI MEG Z590 GODLIKE,0.1855775327467021,LGA1200,EATX,128,4,Black / Silver,Unknown,SATA Only,2021.0,779.99
Biostar B650MP-E PRO,0.0542728816119966,AM5,MICRO ATX,192,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
ASRock X570D4U-2L2T,0.0542728816119966,AM4,MICRO ATX,128,4,Green / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Gigabyte Z690I AORUS ULTRA PLUS (rev. 1.0),0.0542728816119966,LGA1700,MINI ITX,96,2,Unknown,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
MSI MAG B550 TORPEDO,0.0542728816119966,AM4,ATX,128,4,Black,DDR4,SATA Only,2020.0,270.5568406205924
MSI MEG Z590 ACE,0.0542728816119966,LGA1200,ATX,128,4,Black,Unknown,SATA Only,2021.0,270.5568406205924
EVGA X570 DARK,0.0542728816119966,AM4,EATX,64,2,Black,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
MSI PRO B660M-P DDR4,0.0542728816119966,LGA1700,MICRO ATX,128,4,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
Gigabyte B650M H,0.0542728816119966,AM5,MICRO ATX,96,2,Black / Gray,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Biostar B660GTN,0.0542728816119966,LGA1700,MINI ITX,64,2,Blue / Black,Unknown,SATA Only,2021.0,270.5568406205924
MSI MAG B660M MORTAR,0.0542728816119966,LGA1700,MICRO ATX,192,4,Black / Silver,Unknown,SATA Only,2021.0,270.5568406205924
ASRock Z490 Phantom Gaming 4,0.0542728816119966,LGA1200,ATX,128,4,Black / Gray,DDR4,SATA Only,2020.0,270.5568406205924
MSI MAG Z690 TORPEDO,0.0542728816119966,LGA1700,ATX,192,4,Blue / Black,DDR5,"PCIe 4.0 NVMe, SATA",2021.0,270.5568406205924
MSI PRESTIGE X570 CREATION,0.0542728816119966,AM4,EATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
Asus PRIME X570-P/CSM,0.0542728816119966,AM4,ATX,128,4,Black / Silver,DDR4,"PCIe 3.0 NVMe, SATA",2020.0,270.5568406205924
ASRock Z590M Phantom Gaming 4,0.0542728816119966,LGA1200,MICRO ATX,128,4,Silver / Black,Unknown,SATA Only,2021.0,270.5568406205924
Biostar B660GTA,0.0542728816119966,LGA1700,ATX,128,4,Blue / Black,Unknown,SATA Only,2021.0,270.5568406205924
Colorful CVN B550M GAMING FROZEN V14,0.0542728816119966,AM4,MICRO ATX,128,4,White / Silver,DDR4,SATA Only,2020.0,270.5568406205924
Gigabyte B650 AORUS ELITE,0.0542728816119966,AM5,ATX,192,4,Black / Silver,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
ASRock B650 PG Lightning WiFi,0.0542728816119966,AM5,ATX,192,4,Black / Gray,DDR5,"PCIe 4.0 NVMe, SATA",2022.0,270.5568406205924
Gigabyte Z490 AORUS PRO AX,0.1005211635711303,LGA1200,ATX,128,4,Black / Silver,DDR4,SATA Only,2020.0,449.99
