name,id,details_link,price,average_mark,database_operations,read_cached_mbps,read_uncached_mbps,write_mbps,latency,threaded_mbps,memory_size_gb,original_price
A-DATA Technology AX5U5200C3816G-CLARWH 16GB,rk23191,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX5U5200C3816G-CLARWH+16GB&id=23191,0.3096028820999123,0.6685714285714286,11160.0,42849.0,40047.0,28919.0,0.2424242424242424,0.5053187541746036,16,276.6214444444444
A-DATA Technology AX5U6000C3032G-DTLABBK 32GB,rk26396,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX5U6000C3032G-DTLABBK+32GB&id=26396,0.3096028820999123,0.5828571428571427,8278.0,41629.0,40046.0,24402.0,0.303030303030303,0.2872003562328377,32,276.6214444444444
A-DATA Technology AX5U6000C4016G-DCLAWH 16GB,rk20478,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX5U6000C4016G-DCLAWH+16GB&id=20478,0.3096028820999123,0.78796992481203,13792.0,43139.0,39954.0,29698.0,0.1616161616161616,0.6447566979195013,16,276.6214444444444
A-DATA Technology AX5U6000C3032G-DTLABWH 32GB,rk26363,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX5U6000C3032G-DTLABWH+32GB&id=26363,0.3096028820999123,0.7190977443609021,13353.0,41430.0,39941.0,28222.0,0.2323232323232323,0.5531009573757514,32,276.6214444444444
Essencore Limited KD5BGUA80-64A320G 32GB,rk26142,https://www.memorybenchmark.net/ram.php?ram=Essencore+Limited+KD5BGUA80-64A320G+32GB&id=26142,0.3096028820999123,0.7272180451127819,8630.0,40743.0,39901.0,29273.0,0.2121212121212121,0.5142493135096355,32,276.6214444444444
AMD R5S532G5600U2S 32GB,rk22022,https://www.memorybenchmark.net/ram.php?ram=AMD+R5S532G5600U2S+32GB&id=22022,0.3096028820999123,0.5488721804511278,10331.0,41807.0,39856.0,25952.0,0.3535353535353535,0.3186181134502635,32,276.6214444444444
A-DATA Technology AX5U6400C3232G-BLABK 32GB,rk24250,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX5U6400C3232G-BLABK+32GB&id=24250,0.3096028820999123,0.7097744360902254,13367.0,41474.0,39706.0,27550.0,0.2323232323232323,0.5805976795388764,32,276.6214444444444
Corsair CMK5X32G2B60C38A2 32GB,rk26147,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK5X32G2B60C38A2+32GB&id=26147,0.3096028820999123,0.6415037593984962,10810.0,41274.0,39683.0,26726.0,0.2727272727272727,0.454073176162086,32,276.6214444444444
Corsair CMH32GX5M2B6000Z28 16GB,rk25782,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMH32GX5M2B6000Z28+16GB&id=25782,0.3096028820999123,0.6968421052631579,11399.0,41497.0,39660.0,28500.0,0.2222222222222222,0.6030477698340054,16,276.6214444444444
Essencore Limited KD5KGUD80-60A300G 24GB,rk25986,https://www.memorybenchmark.net/ram.php?ram=Essencore+Limited+KD5KGUD80-60A300G+24GB&id=25986,0.267536779263501,0.7061654135338344,14596.0,43462.0,39602.0,27009.0,0.2424242424242424,0.7413848551567176,24,249.0
Apacer Technology GD2.49317H.001 16GB,rk26049,https://www.memorybenchmark.net/ram.php?ram=Apacer+Technology+GD2.49317H.001+16GB&id=26049,0.3096028820999123,0.5130827067669173,10661.0,42700.0,39568.0,21933.0,0.3434343434343435,0.3355515424387106,16,276.6214444444444
Acer BL.9BWWR.371 32GB,rk26014,https://www.memorybenchmark.net/ram.php?ram=Acer+BL.9BWWR.371+32GB&id=26014,0.3096028820999123,0.7284210526315789,14208.0,41713.0,39543.0,28265.0,0.2323232323232323,0.6291096652895628,32,276.6214444444444
A-DATA Technology AX5U6000C3032G-DTLABRWH 32GB,rk25655,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX5U6000C3032G-DTLABRWH+32GB&id=25655,0.3096028820999123,0.6941353383458646,12641.0,41407.0,39493.0,27847.0,0.2525252525252525,0.6495806842639092,32,276.6214444444444
A-DATA Technology AX5U6400C3216G-DCCAR 16GB,rk22339,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX5U6400C3216G-DCCAR+16GB&id=22339,0.3096028820999123,0.804812030075188,11489.0,39976.0,39401.0,32402.0,0.1515151515151515,0.6090839373623927,16,276.6214444444444
Asgard VAM5UH60C30AG-DVALWM 16GB,rk26296,https://www.memorybenchmark.net/ram.php?ram=Asgard+VAM5UH60C30AG-DVALWM+16GB&id=26296,0.3096028820999123,0.7049624060150375,7575.0,41456.0,39368.0,30192.0,0.1919191919191919,0.4053138064963015,16,276.6214444444444
Corsair CMK5X16G2B60C36A2 16GB,rk25118,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK5X16G2B60C36A2+16GB&id=25118,0.3096028820999123,0.6228571428571428,9169.0,40214.0,39295.0,27795.0,0.2525252525252525,0.3899760037602355,16,276.6214444444444
Corsair CMT64GX5M4B5600Z36 16GB,rk23067,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT64GX5M4B5600Z36+16GB&id=23067,0.3096028820999123,0.5506766917293233,11413.0,40836.0,39197.0,22352.0,0.3232323232323232,0.2279642777626598,16,276.6214444444444
Kingston 9965794-036.A00G 48GB,rk24655,https://www.memorybenchmark.net/ram.php?ram=Kingston+9965794-036.A00G+48GB&id=24655,0.3096028820999123,0.5693233082706766,8788.0,41344.0,39058.0,24567.0,0.3232323232323232,0.3355886500259752,48,276.6214444444444
Corsair CMP64GX5M2X6000Z30 32GB,rk23537,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMP64GX5M2X6000Z30+32GB&id=23537,0.3096028820999123,0.7299248120300752,14234.0,40817.0,39017.0,28504.0,0.2222222222222222,0.5691685426613562,32,276.6214444444444
Corsair CMK96GX5M2B6000Z30 48GB,rk25636,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK96GX5M2B6000Z30+48GB&id=25636,0.3096028820999123,0.6601503759398495,13158.0,41190.0,38909.0,27259.0,0.2727272727272727,0.4945451846720926,48,276.6214444444444
CFD Sales Inc W5U5600CS-32G 32GB,rk25892,https://www.memorybenchmark.net/ram.php?ram=CFD+Sales+Inc+W5U5600CS-32G+32GB&id=25892,0.3096028820999123,0.5978947368421053,8975.0,40640.0,38653.0,25329.0,0.292929292929293,0.3788189891893229,32,276.6214444444444
A-DATA Technology AX5U6000C3032G-DTLABRBK 32GB,rk24947,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX5U6000C3032G-DTLABRBK+32GB&id=24947,0.3096028820999123,0.6529323308270676,9980.0,40535.0,38641.0,27439.0,0.2626262626262627,0.4657868045419686,32,276.6214444444444
Apacer Technology GD2.47312H.003 16GB,rk21761,https://www.memorybenchmark.net/ram.php?ram=Apacer+Technology+GD2.47312H.003+16GB&id=21761,0.3096028820999123,0.6977443609022556,8073.0,39944.0,38552.0,28937.0,0.1919191919191919,0.4235583702347673,16,276.6214444444444
A-DATA Technology AX5U6400C3216G-SLABWH 16GB,rk24972,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX5U6400C3216G-SLABWH+16GB&id=24972,0.3096028820999123,0.6556390977443609,13237.0,41341.0,38548.0,25927.0,0.2424242424242424,0.4915147317121441,16,276.6214444444444
Corsair CMK32GX5M2B6400Z32 16GB,rk26287,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX5M2B6400Z32+16GB&id=26287,0.3096028820999123,0.6222556390977443,8732.0,39657.0,38543.0,28013.0,0.2525252525252525,0.3282537169433244,16,276.6214444444444
Corsair CMK96GX5M4B6400C32 24GB,rk25842,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK96GX5M4B6400C32+24GB&id=25842,0.3096028820999123,0.5675187969924811,9819.0,40786.0,38485.0,25209.0,0.3333333333333333,0.4505850629592064,24,276.6214444444444
G Skill Intl F5-6000J2836G16G 16GB,rk25708,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F5-6000J2836G16G+16GB&id=25708,0.2523072705674515,0.6893233082706767,10692.0,40544.0,38480.0,27880.0,0.2222222222222222,0.5585557727036587,16,239.0
"PNY Technologies, Inc. 16GP1X1660JJJ77-13-K 16GB",rk23370,https://www.memorybenchmark.net/ram.php?ram=PNY+Technologies%2C+Inc.+16GP1X1660JJJ77-13-K+16GB&id=23370,0.3096028820999123,0.5966917293233083,9089.0,41633.0,38476.0,25430.0,0.2727272727272727,0.3926106424560275,16,276.6214444444444
A-DATA Technology AX5U6000C4016G-CLAWH 16GB,rk20959,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX5U6000C4016G-CLAWH+16GB&id=20959,0.3096028820999123,0.6282706766917292,7807.0,41546.0,38470.0,26280.0,0.2424242424242424,0.2829082453058902,16,276.6214444444444
Kingston 9905789-059.A00G 32GB,rk24613,https://www.memorybenchmark.net/ram.php?ram=Kingston+9905789-059.A00G+32GB&id=24613,0.3096028820999123,0.5590977443609022,7604.0,39453.0,38451.0,26865.0,0.3232323232323232,0.3307151868985478,32,276.6214444444444
Wilk Elektronik S.A. IR-6400D564L32/32G 32GB,rk23785,https://www.memorybenchmark.net/ram.php?ram=Wilk+Elektronik+S.A.+IR-6400D564L32%2F32G+32GB&id=23785,0.3096028820999123,0.6300751879699247,11815.0,42421.0,38421.0,25282.0,0.2727272727272727,0.4094945946614551,32,276.6214444444444
Micron Technology CP16G56C46U5.M8G1 16GB,rk26753,https://www.memorybenchmark.net/ram.php?ram=Micron+Technology+CP16G56C46U5.M8G1+16GB&id=26753,0.3096028820999123,0.4956390977443609,7411.0,41956.0,38291.0,22230.0,0.3434343434343435,0.2614476906711526,16,276.6214444444444
A-DATA Technology AD5U560016G8-BHYA 16GB,rk23364,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AD5U560016G8-BHYA+16GB&id=23364,0.3096028820999123,0.523609022556391,9435.0,40972.0,38221.0,22632.0,0.3333333333333333,0.2559062909729609,16,276.6214444444444
Essencore Limited KD5KGUD80-84D400G 24GB,rk25947,https://www.memorybenchmark.net/ram.php?ram=Essencore+Limited+KD5KGUD80-84D400G+24GB&id=25947,0.3096028820999123,0.6318796992481202,14340.0,43223.0,38181.0,25608.0,0.292929292929293,0.5631694827202335,24,276.6214444444444
Kingston 9905789-096.A00G 48GB,rk24844,https://www.memorybenchmark.net/ram.php?ram=Kingston+9905789-096.A00G+48GB&id=24844,0.3096028820999123,0.5314285714285714,11594.0,41080.0,38170.0,22581.0,0.3535353535353535,0.322328872176731,48,276.6214444444444
Crucial Technology CT16G56C46S5.C8G 16GB,rk23604,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT16G56C46S5.C8G+16GB&id=23604,0.3096028820999123,0.5254135338345864,7545.0,38474.0,38145.0,27880.0,0.303030303030303,0.3189520817356455,16,276.6214444444444
Essencore Limited KD5AGUA80-76B360J 16GB,rk24298,https://www.memorybenchmark.net/ram.php?ram=Essencore+Limited+KD5AGUA80-76B360J+16GB&id=24298,0.3096028820999123,0.7278195488721804,14961.0,40901.0,38076.0,28047.0,0.2121212121212121,0.8002745961457586,16,276.6214444444444
Gloway International Co. Ltd. VGM5UH60C30AG-DTACWN 16GB,rk21035,https://www.memorybenchmark.net/ram.php?ram=Gloway+International+Co.+Ltd.+VGM5UH60C30AG-DTACWN+16GB&id=21035,0.3096028820999123,0.5807518796992481,6905.0,41320.0,37978.0,25132.0,0.2727272727272727,0.2647007891546892,16,276.6214444444444
A-DATA Technology AX5U5200C3816G-DCLABK 16GB,rk21435,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX5U5200C3816G-DCLABK+16GB&id=21435,0.3096028820999123,0.5606015037593985,7038.0,40919.0,37918.0,26094.0,0.2727272727272727,0.3001632733839645,16,276.6214444444444
G Skill Intl F5-8000J4048G24G 24GB,rk26079,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F5-8000J4048G24G+24GB&id=26079,0.3096028820999123,0.6830075187969924,12868.0,40904.0,37898.0,26681.0,0.2525252525252525,0.6577938302451575,24,276.6214444444444
A-DATA Technology AX5U6000C4016G-CLABK 16GB,rk23004,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX5U6000C4016G-CLABK+16GB&id=23004,0.3096028820999123,0.5281203007518795,7349.0,41503.0,37886.0,23017.0,0.303030303030303,0.2193305791257452,16,276.6214444444444
A-DATA Technology AX5U6000C3616G-DCLARBK 16GB,rk22758,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX5U6000C3616G-DCLARBK+16GB&id=22758,0.3096028820999123,0.678796992481203,9075.0,40148.0,37869.0,28126.0,0.2121212121212121,0.4658486505207431,16,276.6214444444444
Patriot Memory (PDP Systems) PSD58G560041 8GB,rk22864,https://www.memorybenchmark.net/ram.php?ram=Patriot+Memory+%28PDP+Systems%29+PSD58G560041+8GB&id=22864,0.3096028820999123,0.4306766917293232,6056.0,41438.0,37856.0,21951.0,0.3131313131313132,0.2353115800410656,8,276.6214444444444
Micron Technology MTC16C2085S1SC56BG1 32GB,rk22512,https://www.memorybenchmark.net/ram.php?ram=Micron+Technology+MTC16C2085S1SC56BG1+32GB&id=22512,0.3096028820999123,0.5750375939849623,7727.0,38151.0,37855.0,28165.0,0.303030303030303,0.3256067090517774,32,276.6214444444444
Golden Empire CL34-42-42 D5-6800 16GB,rk22117,https://www.memorybenchmark.net/ram.php?ram=Golden+Empire+CL34-42-42+D5-6800+16GB&id=22117,0.3096028820999123,0.6024060150375938,7867.0,41055.0,37764.0,26576.0,0.2626262626262627,0.2977389110160057,16,276.6214444444444
A-DATA Technology AX5U6000C3016G-B 16GB,rk21729,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX5U6000C3016G-B+16GB&id=21729,0.3096028820999123,0.6457142857142857,6341.0,40682.0,37740.0,26978.0,0.2222222222222222,0.3070034386364199,16,276.6214444444444
Qingdao Thunderobot Technology Co Ltd JJ02HQ000 16GB,rk26899,https://www.memorybenchmark.net/ram.php?ram=Qingdao+Thunderobot+Technology+Co+Ltd+JJ02HQ000+16GB&id=26899,0.3096028820999123,0.5109774436090224,7008.0,38507.0,37728.0,28141.0,0.3232323232323232,0.3115181950869554,16,276.6214444444444
Corsair CMT64GX5M2B6000Z40 32GB,rk20522,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT64GX5M2B6000Z40+32GB&id=20522,0.3096028820999123,0.705563909774436,10482.0,41430.0,37727.0,27319.0,0.2222222222222222,0.5751057566237043,32,276.6214444444444
A-DATA Technology AX5U5200C3816G-CLABK 16GB,rk23241,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX5U5200C3816G-CLABK+16GB&id=23241,0.3096028820999123,0.5957894736842104,7753.0,40670.0,37719.0,26022.0,0.2626262626262627,0.2943992281621849,16,276.6214444444444
Samsung M425R4GA3BB0-CWM0D 32GB,rk26351,https://www.memorybenchmark.net/ram.php?ram=Samsung+M425R4GA3BB0-CWM0D+32GB&id=26351,0.3096028820999123,0.5584962406015037,7909.0,38235.0,37695.0,28229.0,0.3131313131313132,0.3346485911486034,32,276.6214444444444
G Skill Intl F5-6000J3036G32G 32GB,rk23388,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F5-6000J3036G32G+32GB&id=23388,0.3096028820999123,0.7070676691729323,11552.0,39861.0,37688.0,28495.0,0.2222222222222222,0.5221284912055018,32,276.6214444444444
A-DATA Technology AX5U5600C4616G-BLABWH 16GB,rk23247,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX5U5600C4616G-BLABWH+16GB&id=23247,0.3096028820999123,0.5702255639097744,6009.0,41031.0,37622.0,26505.0,0.2828282828282828,0.3029092348415506,16,276.6214444444444
Gold Key Technology Co Ltd NMUD516F82-6000L 16GB,rk24397,https://www.memorybenchmark.net/ram.php?ram=Gold+Key+Technology+Co+Ltd+NMUD516F82-6000L+16GB&id=24397,0.3096028820999123,0.592781954887218,8946.0,40798.0,37572.0,25306.0,0.2828282828282828,0.5213244934814338,16,276.6214444444444
Corsair CMH5X32G2B56C40A2 32GB,rk22963,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMH5X32G2B56C40A2+32GB&id=22963,0.3096028820999123,0.6192481203007518,13424.0,39485.0,37562.0,27256.0,0.2828282828282828,0.5127773792148035,32,276.6214444444444
A-DATA Technology AX5U6000C3016G-DCCAGY 16GB,rk21529,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX5U6000C3016G-DCCAGY+16GB&id=21529,0.3096028820999123,0.8201503759398496,9563.0,38306.0,37549.0,34846.0,0.1414141414141414,0.5223016599460703,16,276.6214444444444
Corsair CMH96GX5M2B6000C30 48GB,rk22914,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMH96GX5M2B6000C30+48GB&id=22914,0.3096028820999123,0.618345864661654,12717.0,40979.0,37531.0,25934.0,0.303030303030303,0.4859485936224427,48,276.6214444444444
Wilk Elektronik S.A. IRG-64D5L32/32G 32GB,rk24760,https://www.memorybenchmark.net/ram.php?ram=Wilk+Elektronik+S.A.+IRG-64D5L32%2F32G+32GB&id=24760,0.3096028820999123,0.6231578947368421,13430.0,40714.0,37498.0,25950.0,0.292929292929293,0.6139326620983104,32,276.6214444444444
Corsair CMH32GX5M2B6400Z32 16GB,rk26298,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMH32GX5M2B6400Z32+16GB&id=26298,0.3096028820999123,0.6075187969924811,9689.0,40440.0,37473.0,26068.0,0.2626262626262627,0.4693862405066422,16,276.6214444444444
Asgard VAM5UH68C34AG-DGUPBA 16GB,rk26563,https://www.memorybenchmark.net/ram.php?ram=Asgard+VAM5UH68C34AG-DGUPBA+16GB&id=26563,0.3096028820999123,0.658345864661654,8256.0,40571.0,37420.0,27242.0,0.2121212121212121,0.3100709991836331,16,276.6214444444444
Gloway International Co Ltd VGM5UH64C32AG-CSWURM 16GB,rk26368,https://www.memorybenchmark.net/ram.php?ram=Gloway+International+Co+Ltd+VGM5UH64C32AG-CSWURM+16GB&id=26368,0.3096028820999123,0.5825563909774436,7856.0,41015.0,37420.0,25300.0,0.2727272727272727,0.2888330900724835,16,276.6214444444444
Essencore Limited KD5AGUA80-60A320S 16GB,rk23334,https://www.memorybenchmark.net/ram.php?ram=Essencore+Limited+KD5AGUA80-60A320S+16GB&id=23334,0.3096028820999123,0.6051127819548872,7110.0,39586.0,37405.0,26298.0,0.2525252525252525,0.2946713504687925,16,276.6214444444444
SK Hynix M425R4GA3BB0-CQKOD 32GB,rk22727,https://www.memorybenchmark.net/ram.php?ram=SK+Hynix+M425R4GA3BB0-CQKOD+32GB&id=22727,0.3096028820999123,0.5548872180451128,7688.0,38519.0,37353.0,28549.0,0.3232323232323232,0.3235657917522202,32,276.6214444444444
A-DATA Technology AX5U6000C4816G-BLABWH 16GB,rk26830,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX5U6000C4816G-BLABWH+16GB&id=26830,0.3096028820999123,0.475187969924812,5952.0,40997.0,37350.0,21836.0,0.3535353535353535,0.2216807263191746,16,276.6214444444444
Acer BL.9BWWR.424 32GB,rk26868,https://www.memorybenchmark.net/ram.php?ram=Acer+BL.9BWWR.424+32GB&id=26868,0.3096028820999123,0.6830075187969924,9065.0,39710.0,37324.0,28013.0,0.2424242424242424,0.6863295648516933,32,276.6214444444444
Kingston KF564C32-32 32GB,rk24674,https://www.memorybenchmark.net/ram.php?ram=Kingston+KF564C32-32+32GB&id=24674,0.3096028820999123,0.673984962406015,12087.0,40880.0,37312.0,26063.0,0.2424242424242424,0.5082255151770032,32,276.6214444444444
Corsair CMT32GX5M2X7600C36 16GB,rk22094,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT32GX5M2X7600C36+16GB&id=22094,0.3096028820999123,0.7329323308270677,13923.0,41111.0,37298.0,27427.0,0.202020202020202,0.6702001335873141,16,276.6214444444444
Corsair CMT32GX5M2D6000Z36 16GB,rk20617,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT32GX5M2D6000Z36+16GB&id=20617,0.3096028820999123,0.6430075187969924,9290.0,40133.0,37290.0,26992.0,0.2323232323232323,0.4408257675085966,16,276.6214444444444
Essencore Limited KD5KGUD80-72B340G 24GB,rk26302,https://www.memorybenchmark.net/ram.php?ram=Essencore+Limited+KD5KGUD80-72B340G+24GB&id=26302,0.3096028820999123,0.6784962406015036,8666.0,39073.0,37264.0,29656.0,0.2323232323232323,0.5862751403903718,24,276.6214444444444
Kingston HP60U40S6HA-8FRE 8GB,rk26624,https://www.memorybenchmark.net/ram.php?ram=Kingston+HP60U40S6HA-8FRE+8GB&id=26624,0.3096028820999123,0.4818045112781955,5189.0,38128.0,37205.0,24267.0,0.3131313131313132,0.3387180565519629,8,276.6214444444444
Micron Technology CP24G56C46U5.M8B1 24GB,rk26592,https://www.memorybenchmark.net/ram.php?ram=Micron+Technology+CP24G56C46U5.M8B1+24GB&id=26592,0.3096028820999123,0.4469172932330826,7430.0,42117.0,37173.0,20839.0,0.404040404040404,0.2072953516562352,24,276.6214444444444
Lenovo QX71M77541 16GB,rk25157,https://www.memorybenchmark.net/ram.php?ram=Lenovo+QX71M77541+16GB&id=25157,0.3096028820999123,0.5338345864661653,6270.0,38324.0,37142.0,27725.0,0.303030303030303,0.3013012393934146,16,276.6214444444444
Samsung M425R4GA3BBO-CWMOD 16GB,rk24617,https://www.memorybenchmark.net/ram.php?ram=Samsung+M425R4GA3BBO-CWMOD+16GB&id=24617,0.3096028820999123,0.5654135338345865,5602.0,37894.0,37138.0,27911.0,0.2727272727272727,0.3555649011701259,16,276.6214444444444
A-DATA Technology AX5U5600C3616G-CLARBK 16GB,rk24327,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX5U5600C3616G-CLARBK+16GB&id=24327,0.3096028820999123,0.5317293233082707,9410.0,40792.0,37123.0,24162.0,0.3131313131313132,0.3646067832669519,16,276.6214444444444
KingSpec KS6000D5M13516G 16GB,rk25539,https://www.memorybenchmark.net/ram.php?ram=KingSpec+KS6000D5M13516G+16GB&id=25539,0.3096028820999123,0.5512781954887218,8562.0,40552.0,37119.0,24740.0,0.3131313131313132,0.3469064641417014,16,276.6214444444444
A-DATA Technology AX5U5200C3816G-BLARWH 16GB,rk21798,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX5U5200C3816G-BLARWH+16GB&id=21798,0.3096028820999123,0.5609022556390977,6820.0,40582.0,37001.0,25221.0,0.2828282828282828,0.2878435544120921,16,276.6214444444444
Asgard VAM5UH60C30AG-CGURBM 16GB,rk24396,https://www.memorybenchmark.net/ram.php?ram=Asgard+VAM5UH60C30AG-CGURBM+16GB&id=24396,0.3096028820999123,0.5154887218045112,7223.0,40206.0,36994.0,23261.0,0.3131313131313132,0.2282364000692675,16,276.6214444444444
Corsair CMP64GX5M2B6000Z30 32GB,rk22940,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMP64GX5M2B6000Z30+32GB&id=22940,0.3096028820999123,0.6760902255639096,11461.0,39930.0,36981.0,27620.0,0.2424242424242424,0.5258763575192341,32,276.6214444444444
A-DATA Technology AX5U6000C3032G-BLARWH 32GB,rk21240,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX5U6000C3032G-BLARWH+32GB&id=21240,0.3096028820999123,0.7326315789473683,10345.0,39511.0,36879.0,29434.0,0.202020202020202,0.5246518071394998,32,276.6214444444444
G Skill Intl F5-6400J3039G16G 16GB,rk25797,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F5-6400J3039G16G+16GB&id=25797,0.2614449757850812,0.6249624060150376,9735.0,39687.0,36849.0,27062.0,0.2626262626262627,0.5345842713306781,16,245.0
SanMax Technologies Inc. SMD5-U16G88MA-48B 16GB,rk26367,https://www.memorybenchmark.net/ram.php?ram=SanMax+Technologies+Inc.+SMD5-U16G88MA-48B+16GB&id=26367,0.3096028820999123,0.4959398496240602,7260.0,39954.0,36821.0,23270.0,0.3434343434343435,0.3275115651980308,16,276.6214444444444
Crucial Technology CT8G52C42U5.M4GB 8GB,rk24336,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+CT8G52C42U5.M4GB+8GB&id=24336,0.3096028820999123,0.4736842105263157,6332.0,39467.0,36800.0,23276.0,0.3131313131313132,0.266086139079237,4,276.6214444444444
Maxsun MSD516G56W5 16GB,rk26911,https://www.memorybenchmark.net/ram.php?ram=Maxsun+MSD516G56W5+16GB&id=26911,0.3096028820999123,0.561203007518797,6081.0,37993.0,36799.0,24987.0,0.2626262626262627,0.2489671721544665,16,276.6214444444444
